name	type	category	source	requirements	description	url
Larger Than Life	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		You wield firearms with truly<br>terrifying menace. When you use the Intimidate skill on<br>a creature while wielding a firearm, you are considered<br>one size category larger than your actual size.	https://aonprd.com/TraitDisplay.aspx?ItemName=Larger%20Than%20Life
Lastwall Defender	Basic (Combat)	Basic (Combat)	Advanced Class Origins pg. 25		Your military service in Lastwall taught you how to identify undead creatures, changing them in your mind from mysterious terrors to concrete foes you know how to deal with. You gain a +1 trait bonus on attack and damage rolls against undead creatures that you have personally identified using the Knowledge (religion) skill.	https://aonprd.com/TraitDisplay.aspx?ItemName=Lastwall%20Defender
Martial Performer	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		Your training has made you a<br>martial performer. When you gain a monk bonus feat, you<br>may instead take a performance feat for which you meet<br>the prerequisites.	https://aonprd.com/TraitDisplay.aspx?ItemName=Martial%20Performer
Merciful Scimitar	Basic (Combat)	Basic (Combat)	Weapon Master's Handbook pg. 5		You learned from worshipers of Sarenrae to cut foes with a scimitar without killing them. You can deal nonlethal damage with a scimitar without taking a penalty on your attack rolls.	https://aonprd.com/TraitDisplay.aspx?ItemName=Merciful%20Scimitar
Monk Weapon Skill	Basic (Combat)	Basic (Combat)	Weapon Master's Handbook pg. 5		Your exposure to teaching from the Houses of Perfection makes your attacks with monk weapons even more deadly. Select one monk weapon with which you are proficient (unarmed attacks do not qualify for this purpose). You gain a +1 trait bonus on damage rolls with this weapon.	https://aonprd.com/TraitDisplay.aspx?ItemName=Monk%20Weapon%20Skill
Monster Challenger	Basic (Combat)	Basic (Combat)	Monster Hunter's Handbook pg. 3		You have made it your mission to bring down a fearsome beast. Choose two of the following: aberrations, animals, dragons, fey, magical beasts, oozes, and vermin. You can move at full speed without penalty while using Survival to follow tracks left by your chosen creature types.	https://aonprd.com/TraitDisplay.aspx?ItemName=Monster%20Challenger
Monster Survivor	Basic (Combat)	Basic (Combat)	Monster Hunter's Handbook pg. 3		You’ve escaped with your life after a terrible monster attack. You gain a +4 dodge bonus to AC against attacks of opportunity made against you by Large or larger opponents when you’re making a withdraw action.	https://aonprd.com/TraitDisplay.aspx?ItemName=Monster%20Survivor
Muscle of the Society	Basic (Combat)	Basic (Combat)	Pathfinder Society Primer pg. 15		Your intense training with<br>the Swords has taught you how to infiltrate otherwise<br>inaccessible ruins and extract their treasures without<br>too much exertion. You gain a +2 trait bonus on Strength<br>checks made to break doors and lift portcullises, and<br>you treat your Strength score as 2 higher for the purpose<br>of determining your carrying capacity.	https://aonprd.com/TraitDisplay.aspx?ItemName=Muscle%20of%20the%20Society
Natural Flyer	Basic (Combat)	Basic (Combat)	Blood of the Ancients pg. 29		All your life, the sky has beckoned to you, and you have dreamed of reveling in the freedom and bliss of flight. You gain a +1 trait bonus on Fly checks, as well as Acrobatics checks attempted while flying. Fly is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Natural%20Flyer
Nature's Mimic	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		Your knowledge of nature informs<br>your fighting style, and that style gives you insight into<br>related aspects of the natural world. You gain a +1 trait<br>bonus on all Knowledge (nature) checks, and Knowledge<br>(nature) is always a class skill for you. You can make<br>Knowledge (nature) checks pertaining to animals that<br>correspond to your style feats untrained.	https://aonprd.com/TraitDisplay.aspx?ItemName=Nature's%20Mimic
Never Stop Shooting	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		Even when the chips are down,<br>you keep on shooting. If your hit point total drops to 0<br>or lower but you are not dead, you may act as if disabled<br>rather than dying (as if you possessed the Diehard feat).<br>However, you can use your actions only to draw a firearm,<br>reload a firearm, or attack with a firearm. If you have<br>the Diehard feat, this trait also allows you to substitute<br>your Wisdom score for your Constitution score for the<br>purpose of determining the negative hit point total at<br>which you die.	https://aonprd.com/TraitDisplay.aspx?ItemName=Never%20Stop%20Shooting
No Escape	Basic (Combat)	Basic (Combat)	Champions of Balance pg. 7		Struggle as they might, ne’erdo- wells and vagrants are hard pressed to evade the law once in your clutches. You gain a +1 trait bonus on combat maneuver checks to lawfully and nonlethally restrain a creature you’ve witnessed commit a crime.	https://aonprd.com/TraitDisplay.aspx?ItemName=No%20Escape
Obari Veteran	Basic (Combat)	Basic (Combat)	Merchant's Manifest pg. 2		You’ve spent years aboard ships traveling the lucrative Obari Crossing, transporting Garundi and Vudrani goods. You gain +1 bonus on Profession (sailor) checks, and Profession (sailor) is a class skill for you. You also gain a +1 trait bonus on weapon damage rolls against creatures with the aquatic subtype.	https://aonprd.com/TraitDisplay.aspx?ItemName=Obari%20Veteran
Ogre Avoidance	Basic (Combat)	Basic (Combat)	People of the Wastes pg. 24		You have practiced defensive maneuvers to avoid being caught by ogres, whose grasps you know are tight and unforgiving. You gain a +2 trait bonus to CMD against bull rush and grapple combat maneuvers.	https://aonprd.com/TraitDisplay.aspx?ItemName=Ogre%20Avoidance
Ozem-Inspired	Basic (Combat)	Basic (Combat)	Weapon Master's Handbook pg. 4		Tales of the Knights of Ozem have inspired you since childhood to lash out reflexively against the undead. You gain a +1 trait bonus on attack rolls and damage rolls when making attacks of opportunity against undead. While you wield a shield, your shield bonus to AC improves by 1 against attacks of opportunity made by undead.	https://aonprd.com/TraitDisplay.aspx?ItemName=Ozem-Inspired
Performer's Surprise	Basic (Combat)	Basic (Combat)	Weapon Master's Handbook pg. 5		You are practiced at the surprising combat tricks of Varisian wanderers. Against foes denied their Dexterity bonus to AC, you gain a +1 trait bonus on damage rolls with improvised weapons, exotic weapons, and thrown weapons.	https://aonprd.com/TraitDisplay.aspx?ItemName=Performer's%20Surprise
Permanent Scars	Basic (Combat)	Basic (Combat)	Armor Master's Handbook pg. 2		You carry the physical and emotional scars of your Gray Maiden initiation as mental armor. You receive a +2 trait bonus on saving throws against emotionUM and painUM spells and effects.	https://aonprd.com/TraitDisplay.aspx?ItemName=Permanent%20Scars
Pillager	Basic (Combat)	Basic (Combat)	Quests and Campaigns pg. 18		Growing up in a place where authorities, if<br>there were any, rarely enforced property laws, you learned<br>quickly that you have only what you can hold—but you<br>gain whatever you can take. You gain a +1 trait bonus on<br>combat maneuver checks to perform disarm and steal<br>combat maneuvers.<br>Suggested Characters: Halflings, River Kingdoms natives,<br>Shackles natives.	https://aonprd.com/TraitDisplay.aspx?ItemName=Pillager
Promising	Basic (Combat)	Basic (Combat)	Armor Master's Handbook pg. 2		Your superiors have identified you as an Eagle Knight candidate, and their praise encourages you to strive to meet their expectations. Each day after getting a full night’s sleep, you gain a +1 trait bonus to your AC when wearing armor or carrying a shield. This bonus lasts until you are first hit by an attack within the next 24 hours.	https://aonprd.com/TraitDisplay.aspx?ItemName=Promising
Punish Insurrection	Basic (Combat)	Basic (Combat)	Champions of Corruption pg. 7		You relish reminding people who’s in charge. Against members of the same organization or hierarchy who formally answer to you, you gain a +1 trait bonus on attack and damage rolls. You also gain this bonus against members who have openly defied the authority or rules of that body, provided the infraction is serious enough that their standing is now less than yours.	https://aonprd.com/TraitDisplay.aspx?ItemName=Punish%20Insurrection
Rapscallion	Basic (Combat)	Race	Ultimate Campaign pg. 62	Gnome	You’ve spent your entire life thumbing your<br>nose at the establishment and take pride in your run-ins with<br>the law. Somehow, despite all your mischievous behavior,<br>you’ve never been caught. You gain a +1 trait bonus on Escape<br>Artist checks and a +1 trait bonus on initiative checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Rapscallion
Reactionary	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		You were bullied often as a child, but<br>never quite developed an offensive response. Instead,<br>you became adept at anticipating sudden attacks and<br>reacting to danger quickly. You gain a +2 trait bonus on<br>initiative checks.	https://aonprd.com/TraitDisplay.aspx?ItemName=Reactionary
Reckless Contempt	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		You do not fear the threat of lesser<br>weapons. Whenever you provoke an attack of opportunity<br>by firing a firearm, you gain a +1 trait bonus on the attack<br>roll that provoked the attack of opportunity.	https://aonprd.com/TraitDisplay.aspx?ItemName=Reckless%20Contempt
Reckless	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		You have a tendency for rash behavior, often<br>disregarding your own safety as you move across the<br>battlefield. You gain a +1 bonus on Acrobatics checks, and<br>Acrobatics is always a class skill for you.	https://aonprd.com/TraitDisplay.aspx?ItemName=Reckless
Red Mantis Bleeding	Basic (Combat)	Basic (Combat)	Weapon Master's Handbook pg. 5		You witnessed the training of Red Mantis assassins, either as a child on Mediogalti Island or as an aspirant, and learned to leave bleeding wounds. Whenever you confirm a critical hit with a slashing weapon, you also deal 1 point of bleed damage.	https://aonprd.com/TraitDisplay.aspx?ItemName=Red%20Mantis%20Bleeding
Resilient	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		Growing up in a poor neighborhood or<br>in the unforgiving wilds often forced you to subsist on<br>food and water from doubtful sources. You’ve built up<br>your constitution as a result, and gain a +1 trait bonus on<br>Fortitude saves.	https://aonprd.com/TraitDisplay.aspx?ItemName=Resilient
Resolve of the Rejected	Basic (Combat)	Basic (Combat)	Ultimate Campaign pg. 53		Some disagree with your choice<br>to wield a firearm, and their scorn has only hardened your<br>resolve in battle. You gain a +1 trait bonus on all saving<br>throws against charm and compulsion effects. Also, once<br>per day when you succeed at a saving throw against such<br>an effect, you regain 1 grit point.	https://aonprd.com/TraitDisplay.aspx?ItemName=Resolve%20of%20the%20Rejected
Rider's Bond	Basic (Combat)	Basic (Combat)	Heroes of the High Court pg. 3	Asociated with the court of Castle Overwatch in Lastwall	Your mount keenly understands your commands. If you gain a horse as an animal companion or mount as one of your class abilities, it gains two bonus tricks that don’t count against the normal limit of tricks known by the animal.	https://aonprd.com/TraitDisplay.aspx?ItemName=Rider's%20Bond
