race	trait_name	replaces	source	description	url
Aphorites	Eternal Smith	Spell-Like Ability	Plane-Hopper's Handbook pg. 14	Some aphorites retain knowledge of the techniques axiomites used to create arms to defend Axis. Aphorites with this racial trait choose either Craft (armor), Craft (bows), or Craft (weapons). When crafting items with the chosen skill, aphorites with this racial trait use the item’s gp value as its sp value when determining crafting progress (they do not multiply the item’s gp cost by 10 to determine its sp cost). This racial trait replaces the spell-like ability racial trait.<br>Urban Memories<br>Source Plane-Hopper's Handbook pg. 14<br>With vague memories of the Perfect City resting somewhere deep in their minds, aphorites with this racial trait gain a +2 racial bonus on Knowledge (local) checks and can cast urban grace once per day as a spell-like ability (caster level equal to the aphorite’s character level). This racial trait replaces the spell-like ability racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aquatic Elves	Deep Sea Dweller	Elven Immunities, Low-Light Vision	Blood of the Sea pg. 5	Aquatic elves who live far beneath the surface have adapted to the inhospitable conditions of the ocean depths. Aquatic elves with this racial trait gain darkvision with a range of 60 feet and cold resistance 5. This racial trait replaces low-light vision and elven immunities.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Surfacer Antagonist	Elven Magic	Blood of the Sea pg. 5	Aquatic elves generally distrust humans, but for some, the suspicion has become festering hatred. Those who have lost loved ones to human aggression or have watched humans loot artifacts from venerated undersea ruins view all humans as enemies. Aquatic elves with this racial trait receive a +1 bonus on attack rolls against humans. This racial trait replaces elven magic.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Surface Features	Keen Senses	Blood of the Sea pg. 5	Some aquatic elves appear almost indistinguishable from surface elves. Their coloring, height, and weight all suggest those of a surface elf, and the webbing between their digits is almost transparent. Aquatic elves with this racial trait gain a +4 bonus on Bluff and Disguise checks when attempting to pass themselves off as surface elves. This racial trait replaces keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Boggards	Estivation	Acrobatics (to jump) Racial Bonus	Monster Codex pg. 8	Not all marshes are wet year-round, and some boggards have adapted to life in seasonal swamps where hot, arid conditions are common. A boggard with this racial trait can spend 1 hour burying herself in wet or soft earth and entering a state of suspended animation for an indefinite amount of time. While estivating, a boggard doesn’t need to drink or eat, but takes a penalty on Perception checks as if sleeping. Ending this dormant state is a full-round action. This racial trait replaces a boggard’s racial bonus on Acrobatics checks to jump.	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Boggards	Priest-King	Nothing	Monster Codex pg. 8	Boggards raised on a diet of blue dragonfly pulp sometimes develop into priest-kings. These boggards have only a +2 natural armor bonus but don’t take the common boggard’s –2 racial penalty to Dexterity and Intelligence. In addition, priest-kings receive a +4 racial bonus to Wisdom and gain the following spell-like abilities: 1/day—fog cloud, jump, summon swarm. The caster level for these effects is equal to the boggard’s Hit Dice. This racial trait doesn’t replace any of a boggard’s other features, but it’s extremely rare and available only at the GM’s discretion.	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Boggards	Leaper	Swim Speed	Monster Codex pg. 8	Boggards in some regions have legs better suited to explosive movement on land rather than swift propulsion underwater. Boggards with this trait are always considered to have a running start when attempting Acrobatics checks to jump, and their swim speeds are reduced by 15 feet.	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Catfolk	Jungle Stalker	Cat’s Luck, Sprinter	Inner Sea Races pg. 214	Catfolk often live in deeply forested terrain, such as the Valashmai Jungle, and they have become naturally sure-footed to maintain their hunting prowess in these dangerous environments. Such catfolk gain a +2 racial bonus on Acrobatics checks and can ignore the first square of difficult terrain caused by foliage each round. This racial trait replaces cat’s luck and sprinter.	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Scent	Low-Light Vision	Advanced Race Guide pg. 91	Some catfolk favor a keen sense of smell over sensitive sight. Catfolk with this racial trait gain the scent ability. This racial trait replaces the low-light vision racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Cat’s Claws	Natural Hunter	Advanced Race Guide pg. 91	Some catfolk have stronger and more developed claws than other members of their race, and can use them to make attacks. Catfolk with this racial trait have a pair of claws they can use as natural weapons. These claws are primary attacks that deal 1d4 points of damage. This racial trait replaces natural hunter.<br>Clever Cat<br>Source Advanced Race Guide pg. 91<br>Catfolk’s generally friendly disposition doesn’t preclude craftiness. Some of them see social obstacles as games to be played and won. These catfolk receive a +2 racial bonus on Bluff, Diplomacy, and Sense Motive checks. This racial trait replaces natural hunter.<br>Curiosity<br>Source Advanced Race Guide pg. 91<br>Catfolk are naturally inquisitive about the world around them, though some are more curious than others. Such catfolk gain a +4 bonus on Diplomacy checks to gather information, and Knowledge (history) and Knowledge (local) are always class skills for them. If they choose a class that has either of these Knowledge skills as class skills, they gain a +2 racial bonus on those skills instead. This racial trait replaces natural hunter.	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Climber	Sprinter	Advanced Race Guide pg. 91	Catfolk hunters excel at hunting prey from trees and other high vantage points. Catfolk with this racial trait possess a climb speed of 20 feet (along with the +8 racial bonus on Climb checks a climb speed affords). This racial trait replaces sprinter.<br>Nimble Faller<br>Source Advanced Race Guide pg. 91<br>Some catfolk have an amazing sense of balance and keen knowledge of their own center of gravity. Catfolk with this trait land on their feet even when they take lethal damage from a fall. Furthermore, catfolk with this trait gain a +1 bonus to their CMD against trip maneuvers. This racial trait replaces sprinter.	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Cecaelias	Dexterous Tentacles	Ink Cloud	Blood of the Sea pg. 7	Occasionally a cecaelia is born with unusually long and agile tentacles. These tentacles allow the cecaelia to sense a greater area and to hold small items. A cecaelias with this racial trait increases the range of her tentacle sense to 30 feet. In addition, a cecaelia with this racial trait can attempt Sleight of Hand checks with her tentacles rather than her hands but with a –4 penalty. This racial trait replaces ink cloud.<br>Garrulous<br>Source Blood of the Sea pg. 7<br>Some cecaelias have an inherent gift for language. They gain a +2 racial bonus on Diplomacy and Linguistics checks, and they learn two languages each time they gain a rank in Linguistics. This ability replaces ink cloud.	https://aonprd.com/RacesDisplay.aspx?ItemName=Cecaelia
