name	sphere	system	tradition	source	prerequisites	description
Narrow Toxicology (requires (poison) package)	Alchemy	Combat	Martial	[Apoc]		Source: Spheres Apocrypha: Alchemical Poisons<br>Choose one of contact, ingested, inhaled, or injury. You can only make poisons of the chosen type. You must choose a (toxin) talent as the bonus talent granted by this drawback.
Venomous Dragon (requires (poison) package)	Alchemy	Combat	Martial	[Apoc]		Source: Spheres Apocrypha: Alchemical Poisons<br>Whenever you try to make toxic gases, you never quite get it right. Maybe the poison’s too light, and it spreads too thin to be of any harm, or maybe it is too heavy and it falls too low to harm anyone. Luckily, you have learned a special technique to get as much poison as you want, wherever you want. You must choose the Noxious Breath talent with the bonus talent granted by this drawback. You cannot throw inhaled poisons as a splash weapon, but can still use the Noxious Breath talent when you would normally be able to.
Weaponized Formulae (Requires Formulae Package)	Alchemy	Combat	Martial	[Apoc]		Source: Spheres Apocrypha: Alchemical Formulae<br>You gain the Chemical Coating talent as the bonus talent with this drawback. You can only use formulae as part of the Chemical Coating talent. You may only select formulae talents that can be used with the Chemical Coating talent.
Always Forward	Athletics	Combat	Martial	[SA:MD]		You do not gain the coordinated movement ability. You gain Strong Lungs with this drawback.
Driver	Athletics	Combat	Martial	[EO2]		You do not gain skill ranks or any other bonuses from your Athletics sphere packages, though you still count as possessing them for the purpose of selecting and using the talents of the packages you possess. You gain the Ace Pilot talent as the bonus talent for this drawback.
Limited Athleticism	Athletics	Combat	Martial			You do not gain a package. You gain Close Quarters Training with this drawback. You cannot gain packages via talents, and (motion) talents can only be used with 1 movement mode you possess, chosen when the talent is gained.
Magnetic Maneuvers	Athletics	Combat	Martial	[LG]		Source: Arcforge Players Compendium<br>You only benefit from your Athletics packages while moving along a metal or otherwise magnetic surface. You gain either Sure Grip or Tumbling Recovery with this drawback.
Risky Escape	Athletics	Combat	Martial	[SA:MD2]		You do not gain the coordinated movement ability. You gain Reflexive Twist with this drawback.<br>Incompatible: Always Forward.
Trainer (Utility Start)	Athletics	Combat	Martial	[LotS]		You do not gain the coordinated movement ability. You gain Fitness Instructor as a bonus talent.
Untrained Athlete	Athletics	Combat	Martial	[SA:MD2]		You do not gain skill ranks from your Athletics sphere packages. You gain Mighty Conditioning with this drawback.<br>Incompatible: Driver, Limited Athleticism.
Cautious Fire	Barrage	Combat	Martial	[SA:MD]		You do not gain the barrage ability and cannot select (blitz) talents or other talents that rely on barrage. You gain Close Combat Specialist with this drawback.
Defensive Shot	Barrage	Combat	Martial	[SA:MD2]		You do not gain the barrage ability and cannot select (blitz) talents or other talents that rely on barrage. You gain Intercepting Shot with this drawback.<br>Incompatible: Cautious Fire.
Distant Looter	Barrage	Combat	Martial	[SA:MD]		You do not gain the melee archer ability. You do not treat Point Blank Shot as an associated feat, and cannot select this drawback if you gained the Barrage sphere instead of gaining Point Blank Shot. You gain Battlefield Scavenger with this drawback.<br>Incompatible: Wild Shooter.
Wild Shooter	Barrage	Combat	Martial			You do not gain melee archer, and instead suffer a -1 penalty to all ranged attack rolls. You gain Suppressing Fire with this drawback.
Alcoholic	Barroom	Combat	Martial			You do not gain the brutal breaker ability. You cannot possess both this and the Teetotaler drawback. You gain Double Chug with this drawback.
Bar Regular (Utility Start)	Barroom	Combat	Martial	[LotS]		You do not gain the brutal breaker ability. You gain one of Boozehound, Charming Drunk, or Drunken Insight as a bonus talent.
Broken Arms	Barroom	Combat	Martial	[SA:MD]		You do not gain the hard drinker ability, and cannot gain the drunk status or select (drunk) talents. You gain Perfect Break with this drawback.<br>Incompatible: Alcoholic, Gourmand, Perpetual Drunk, Teetotaler.
Gourmand	Barroom	Combat	Martial	[High. HB]		You do not gain the brutal breaker ability. You cannot possess this drawback if you have already traded away your brutal breaker or hard drinker abilities with other sphere-specific drawbacks. You gain Postprandial Maudlin with this drawback.
Guarded Brawler	Barroom	Combat	Martial	[SA:MD2]		You do not gain the hard drinker ability, and cannot gain the drunk status or select (drunk) talents. You gain Improvised Shield with this drawback.<br>Incompatible: Alcoholic, Broken Arms, Gourmand, Perpetual Drunk, Teetotaler.
Junkie	Barroom	Combat	Martial	[LG]		Source: Arcforge Players Compendium<br>You do not gain the drunk status from conventional alcoholic drinks but only from a specific drug of your choice (or other drugs at GM discretion). You gain Chasing the Dragon as a talent from this drawback.
Perpetual Drunk	Barroom	Combat	Martial	[SA:MD]		You do not gain the brutal breaker ability. You gain High On Fumes with this drawback.<br>Incompatible: Alcoholic, Broken Arms, Gourmand, Teetotaler.
Teetotaler	Barroom	Combat	Martial			You do not gain the hard drinker ability, and cannot gain the drunk status nor select (drunk) talents. You cannot possess both this and the Alcoholic drawback. You gain Barroom Expert with this drawback.
Aggressive Rider	Beastmastery	Combat	Martial	[SA:MD2]		You do not gain the defensive rider ability. You gain Wild Rider with this drawback.<br>Incompatible: Offensive Rider, Selfish Rider.
Beast Empath (requires handle animal package)	Beastmastery	Combat	Martial	[SA:MD2]		You do not gain the tame ability. You gain Animal Empathy with this drawback.
Companionship	Beastmastery	Combat	Martial	[Warden]		You do not get to select a Beastmastery package. You gain either the Animal Companion or Pet talent with this drawback.
Monster Tamer (Requires Handle Animal Package)	Beastmastery	Combat	Martial			You may not use your trainer ability on creatures of the animal type. Choose one creature type other than the animal type. If a (beastmastery) talent specifies a creature of the animal type, it instead applies to your chosen type. You must take Broad Skills with the bonus talent from this drawback, though you may not affect creatures of a type other than your chosen type unless this drawback is bought off.
